CountryName,CountryCode,StartDate,EndDate,PolicyType,PolicyValue,Flag,InitialNote
Bhutan,BTN,20220306,20220914,H6: Facial Coverings,4,1,"All other COVID-19 norms in practice, including wearing masks, avoiding gathering and hand washing must be observed at all times.    https://web.archive.org/web/20220319202750/https:/www.gov.bt/covid19/12-03-22-%F0%9D%90%8F%F0%9D%90%AB%F0%9D%90%9E%F0%9D%90%AC%F0%9D%90%AC-%F0%9D%90%AB%F0%9D%90%9E%F0%9D%90%A5%F0%9D%90%9E%F0%9D%90%9A%F0%9D%90%AC%F0%9D%90%9E-on-%F0%9D%90%8D%F0%9D%90%9E%F0%9D%90%B0/"
Bhutan,BTN,20220321,20220327,C5: Close public transport,1,1,"Bhutan has a plan for new phase of COVID 19 management    March 21: Movement of private cars within the respective mega-zone is allowed. Those who need to drive beyond the mega-zone for emergency reasons must produce documents or any evidence for verification on the ground. All inter-district travels are allowed.All public busses must be operational to facilitate the travels.    https://web.archive.org/web/20220320193452/https:/www.gov.bt/covid19/20-03-22-%F0%9D%90%8F%F0%9D%90%AB%F0%9D%90%9E%F0%9D%90%AC%F0%9D%90%AC-%F0%9D%90%91%F0%9D%90%9E%F0%9D%90%A5%F0%9D%90%9E%F0%9D%90%9A%F0%9D%90%AC%F0%9D%90%9E%F0%9D%90%8C%F0%9D%90%9A%F0%9D%90%AB/"
Bhutan,BTN,20220321,20220418,C7: Restrictions on internal movement,1,1,"Bhutan is gradually opening up. As of Mar 21:    All inter-district travels are allowed.  Domestic travellers from high-risk areas and districts can now undergo home quarantine and not facility quarantine. The quarantine duration is seven days until further notice.    https://web.archive.org/web/20220403033854/https:/www.dailybhutan.com/article/a-detailed-summary-of-bhutans-covid-19-management-and-plans-moving-forward"
Bhutan,BTN,20220328,20220404,C5: Close public transport,0,,"Bhutan is opening up gradually. As of March 28, 2022    All public transport services must resume its routine schedule.    https://web.archive.org/web/20220403032619/https:/www.gov.bt/covid19/27-03-22-%F0%9D%90%8F%F0%9D%90%AB%F0%9D%90%9E%F0%9D%90%AC%F0%9D%90%AC-%F0%9D%90%AB%F0%9D%90%9E%F0%9D%90%A5%F0%9D%90%9E%F0%9D%90%9A%F0%9D%90%AC%F0%9D%90%9E-%F0%9D%90%8F%F0%9D%90%A1%F0%9D%90%9A/"
Bhutan,BTN,20220405,20220418,C5: Close public transport,1,1,"Taxis could ferry people within the mega zone and identified government, corporate and private employees could attend from their offices. In addition to taxis, the movement of private cars within the respective mega-zone is allowed. Those who need to drive beyond the mega-zone for emergency reasons must produce documents or any evidence for verification on the ground.    https://web.archive.org/web/20220418153321/https://www.dailybhutan.com/article/a-detailed-summary-of-bhutans-covid-19-management-and-plans-moving-forward"
Bhutan,BTN,20220411,20220418,C2: Workplace closing,1,1,"Bhutan is gradually opening up.  Except for the entertainment centers all business entities, including snooker and video game parlors can operate with 9 PM as the revised curfew. Gym, yoga, and similar fitness centers can open for clients residing within the same mega-zone. In Thimphu, all private and public firms, companies, and agencies can open with 25 percent of the total staff.  All private and public offices in the Dzongkhags that have remained closed so far must open starting from Monday, 21st March. All offices are to be fully operational by 11th April.    https://web.archive.org/web/20220418152458/https://www.gov.bt/covid19/12-03-22-%F0%9D%90%8F%F0%9D%90%AB%F0%9D%90%9E%F0%9D%90%AC%F0%9D%90%AC-%F0%9D%90%AB%F0%9D%90%9E%F0%9D%90%A5%F0%9D%90%9E%F0%9D%90%9A%F0%9D%90%AC%F0%9D%90%9E-on-%F0%9D%90%8D%F0%9D%90%9E%F0%9D%90%B0/    https://web.archive.org/web/20220418153321/https://www.dailybhutan.com/article/a-detailed-summary-of-bhutans-covid-19-management-and-plans-moving-forward"
Bhutan,BTN,20220419,,C1: School closing,0,,"Schools of Classes VII, VIII, IX, X and XII opened on April 4th.    Primary schools (Classes PP to VI) opened on April 18. However, children who are unvaccinated, and the day care and ECCD centres, were asked to wait for another 10 days to resume.    All colleges and institutions opened on April 4 or soon after, based on the preparation time required.    Instructions on school reopening were released by MOH on April 4th.    https://web.archive.org/web/20220403032619/https:/www.gov.bt/covid19/27-03-22-%F0%9D%90%8F%F0%9D%90%AB%F0%9D%90%9E%F0%9D%90%AC%F0%9D%90%AC-%F0%9D%90%AB%F0%9D%90%9E%F0%9D%90%A5%F0%9D%90%9E%F0%9D%90%9A%F0%9D%90%AC%F0%9D%90%9E-%F0%9D%90%8F%F0%9D%90%A1%F0%9D%90%9A/    https://web.archive.org/web/20220508191425/https:/www.gov.bt/covid19/04-02-22-%F0%9D%90%91%F0%9D%90%9E%F0%9D%90%A8%F0%9D%90%A9%F0%9D%90%9E%F0%9D%90%A7%F0%9D%90%A2%F0%9D%90%A7%F0%9D%90%A0-%F0%9D%90%A8%F0%9D%90%9F-%F0%9D%90%92%F0%9D%90%9C%F0%9D%90%A1%F0%9D%90%A8/"
Bhutan,BTN,20220419,20220508,C2: Workplace closing,2,1,"Further relaxation measures were announced on April 4, 2022.    All meetings, seminars and trainings are to be conducted virtually. Physical gathering is discouraged. The entertainment centers will remain closed until further notice.    https://archive.ph/pyvOm"
Bhutan,BTN,20220419,,C5: Close public transport,0,,"As of March 28, all public transport services must resume its routine schedule.    Further relaxation measures were announced on April 01,2022    Escort services for people travelling via India will continue until the international quarantine remains. But for convenience of our public, frequency of escort services will be increased. The testing requirement for all essential drivers will be discontinued.    https://web.archive.org/web/20220403032619/https:/www.gov.bt/covid19/27-03-22-%F0%9D%90%8F%F0%9D%90%AB%F0%9D%90%9E%F0%9D%90%AC%F0%9D%90%AC-%F0%9D%90%AB%F0%9D%90%9E%F0%9D%90%A5%F0%9D%90%9E%F0%9D%90%9A%F0%9D%90%AC%F0%9D%90%9E-%F0%9D%90%8F%F0%9D%90%A1%F0%9D%90%9A/    https://archive.ph/pyvOm  "
Bhutan,BTN,20220419,,C7: Restrictions on internal movement,0,,"Relaxation measures continue to be introduced in Bhutan.    As of April 4th, The mandatory quarantine and testing for domestic travellers from high-risk areas are being withdrawn hereon. The high-risk areas include Thimphu, Wangduephodrang, Dukti chiwog under Yallang gewog and Jangphutse-Manam villages under Toedtsho gewog in Trashiyangtse, Merak and Sakteng gewogs in Trashigang and all bordering areas in southern Bhutan. They need not undergo home quarantine, either at place of origin or destination. Individuals who have entered home quarantine on or before April 3 will be allowed to travel on the enforcement date.     https://archive.ph/pyvOm"
Bhutan,BTN,20220419,20221011,H2: Testing policy,2,,"The health ministry along with the Drug Regulatory Authority (DRA) has approved the use of COVID-19 antigen self-test kits in the country. The ministry approved the emergency use of the test kit as an increasing number of people are able to access it. Pharmacies registered with the DRA will be allowed to sell or distribute self-test kits.    However, individuals testing positive on self-test kits must report to 1010 for registration and monitoring by the clinical teams. The ministry will then facilitate immediate follow-up for vulnerable groups and monitor long COVID conditions.    Currently, there are around 60 COVID-19 testing centres across the country.    https://web.archive.org/web/20220429191007/http:/www.bbs.bt/news/?p=167880    https://web.archive.org/web/20220508193319/https:/www.gov.bt/covid19/11-04-22-%F0%9D%97%A5%F0%9D%97%B2%F0%9D%97%BD%F0%9D%97%BC%F0%9D%97%BF%F0%9D%98%81%F0%9D%97%B6%F0%9D%97%BB%F0%9D%97%B4-%F0%9D%97%BC%F0%9D%97%B3-%F0%9D%97%96%F0%9D%97%A2%F0%9D%97%A9%F0%9D%97%9C/  "
Bhutan,BTN,20220509,,C2: Workplace closing,0,,"On 9 May 2022. Further relaxation of COVID-19 measures.  1. All entertainment centers including movie theatres can now resume their regular business at full capacity.    https://web.archive.org/web/20220611231523/https://www.gov.bt/covid19/09-05-22-%F0%9D%90%8F%F0%9D%90%AB%F0%9D%90%9E%F0%9D%90%AC%F0%9D%90%AC-%F0%9D%90%91%F0%9D%90%9E%F0%9D%90%A5%F0%9D%90%9E%F0%9D%90%9A%F0%9D%90%AC%F0%9D%90%9E-%F0%9D%90%85%F0%9D%90%AE%F0%9D%90%AB/"
Bhutan,BTN,20220509,,C3: Cancel public events,0,,"On 9 May 2022. Further relaxation of COVID-19 measures.  2. All mass gatherings including religious ceremonies such as Tshechus and Moenlam Chenmos will be allowed with strict observance of basic COVID-19 protocols such as face masks and hand washing.    https://web.archive.org/web/20220611231523/https://www.gov.bt/covid19/09-05-22-%F0%9D%90%8F%F0%9D%90%AB%F0%9D%90%9E%F0%9D%90%AC%F0%9D%90%AC-%F0%9D%90%91%F0%9D%90%9E%F0%9D%90%A5%F0%9D%90%9E%F0%9D%90%9A%F0%9D%90%AC%F0%9D%90%9E-%F0%9D%90%85%F0%9D%90%AE%F0%9D%90%AB/  "
Bhutan,BTN,20220509,,C6: Stay at home requirements,0,,"On 9 May 2022. Further relaxation of COVID-19 measures.  1. All entertainment centers including movie theatres can now resume their regular business at full capacity.    https://web.archive.org/web/20220611231523/https://www.gov.bt/covid19/09-05-22-%F0%9D%90%8F%F0%9D%90%AB%F0%9D%90%9E%F0%9D%90%AC%F0%9D%90%AC-%F0%9D%90%91%F0%9D%90%9E%F0%9D%90%A5%F0%9D%90%9E%F0%9D%90%9A%F0%9D%90%AC%F0%9D%90%9E-%F0%9D%90%85%F0%9D%90%AE%F0%9D%90%AB/"
Bhutan,BTN,20220601,,E1: Income support,0,,"""The government announced a National Resilience Fund for mitigating COVID-19 linked to job losses and salary cuts. The support included grants for individuals directly affected by the pandemic (now extended until June 2022) and a full interest waiver on loans contracted from April 10, 2020, until June 2020. These measures were extended until September 2020, and partial (50 percent) interest waivers will continue until June 2022.""    No evidence that this continued past the stated end date.    https://web.archive.org/web/20220305045842/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19"
Bhutan,BTN,20220601,,E2: Debt/contract relief,0,,"""The government announced a National Resilience Fund for mitigating COVID-19 linked to job losses and salary cuts. The support included grants for individuals directly affected by the pandemic (now extended until June 2022) and a full interest waiver on loans contracted from April 10, 2020, until June 2020. These measures were extended until September 2020, and partial (50 percent) interest waivers will continue until June 2022.""    No evidence that this continued past the stated end date.    https://web.archive.org/web/20220305045842/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19"
Bhutan,BTN,20220915,20221204,H3: Contact tracing,1,,"Little proof of contact tracing    As the general public are increasingly able to access the COVID-19 self-test kits, the Ministry of Health after thorough assessment have provided the policy clearance to allow the use of self-test kits in the country.Therefore, the Ministry of Health would like to request individuals who test positive on the self-test kits to report the results to 1010 for registration and for monitoring by our clinical teams. Registering with 1010 will enable us to facilitate immediate follow-up for vulnerable groups and it will also help us monitor Long COVID conditions.The 1010 hotline will remain functional from 9:00 am to 8:00 pm from Monday to Sunday.    https://web.archive.org/web/20221018072631/https://www.gov.bt/covid19/11-04-22-%F0%9D%97%A5%F0%9D%97%B2%F0%9D%97%BD%F0%9D%97%BC%F0%9D%97%BF%F0%9D%98%81%F0%9D%97%B6%F0%9D%97%BB%F0%9D%97%B4-%F0%9D%97%BC%F0%9D%97%B3-%F0%9D%97%96%F0%9D%97%A2%F0%9D%97%A9%F0%9D%97%9C/"
Bhutan,BTN,20220915,20220922,H6: Facial Coverings,3,1,"Facemasks are required in public    https://archive.vn/www.moh.gov.bt/message-from-his-holiness-the-je-khenpo-on-the-launch-of-our-gyenkhu-campaign/"
Bhutan,BTN,20220923,,C8: International travel controls,0,,"On 23rd September 2022 all COVID-19 restrictions on entry to Bhutan were relaxed, and travellers no longer need to provide a PCR test or undergo quarantine.    https://web.archive.org/web/20221005202829/https://www.gov.uk/foreign-travel-advice/bhutan/coronavirus"
Bhutan,BTN,20220923,,H6: Facial Coverings,1,1,"Bhutan will further ease COVID-19 restrictions from Sept. 23. Facemasks will no longer be compulsory in public, though people with respiratory illnesses or health conditions are advised to wear one. International arrivals will not require on-arrival testing. Rules active until Sept. 23 mandate all entrants to take an on-arrival test and isolate for 24 hours if a negative result is returned, or five days if a positive test is returned.    https://web.archive.org/web/20221018073704/https://crisis24.garda.com/alerts/2022/09/bhutan-officials-to-lift-entry-testing-and-quarantine-rules-from-sept-23-amid-relaxed-covid-19-measures-update-48"
Bhutan,BTN,20221012,,H1: Public information campaigns,1,1,"Ministry of Health website has not been updated in several weeks.    https://web.archive.org/web/20221022173455/https://www.moh.gov.bt/"
Bhutan,BTN,20221012,,H2: Testing policy,1,,"I have no further updates than those 6 months ago so am downgrading the testing policy.    "
Bhutan,BTN,20221012,,H8: Protection of elderly people,0,,"There are no specific measures to protect elderly people in place."
Bhutan,BTN,20221205,,H3: Contact tracing,0,,"No contact tracing"
Botswana,BWA,20200124,20220703,H1: Public information campaigns,2,1,"Social media and gov communication providing information, phone number for public questions, and prevention strategies. https://www.facebook.com/OFFICIAL.MOHW.BW/"
Botswana,BWA,20200128,20200315,C8: International travel controls,1,,"Screening began on 28 Jan at all points of entry in Botswana.    https://web.archive.org/web/20200507073147/https://www.gabzfm.com/index.php/gabzfm-news-details/id/1428/coronavirus-screening-at-points-of-entry-in-botswana-begins/"
Botswana,BWA,20200316,20200519,C3: Cancel public events,2,1,"All public gatherings/events with more than 100 people have been cancelled from 16 March. This includes religious activities, sporting events,weddings, conferences, concerts, parties, gyms and clubs/bars. Further, all government, parastatal and state owned entities' international conferences and meetings have also been canceled. Listing this as 2G as under these measures most public events/activities would not be able to go on.  https://web.archive.org/web/20200328130238/https://www.gov.bw/sites/default/files/2020-03/Covid19.pdf"
Botswana,BWA,20200316,20200401,C4: Restrictions on gatherings,3,1,"Total suspension of all public gatherings of more than 100 people is imposed from 16 March. This includes religious activities, sporting events,weddings, conferences, concerts, parties, gyms and clubs/bars.    https://web.archive.org/web/20200328130238/https://www.gov.bw/sites/default/files/2020-03/Covid19.pdf"
Botswana,BWA,20200316,20200401,C7: Restrictions on internal movement,1,1,"People are advised to postpone all non-essential local travel.  https://web.archive.org/web/20200328130238/https://www.gov.bw/sites/default/files/2020-03/Covid19.pdf"
Botswana,BWA,20200316,20200318,C8: International travel controls,3,,"Government bans entry from high risk countries  China, Japan, South Korea, Iran, USA, UK, Austria, Belgium, Denmark, France, Germany, Italy, Netherlands, Norway, Spain, Sweden, Switzerland and India.  https://web.archive.org/web/20200402110234/https://www.gov.bw/sites/default/files/2020-03/Covid19.pdf"
Botswana,BWA,20200319,20200510,C1: School closing,3,1,"Botswana on Thursday became the latest country to shut down schools across the country despite not having had any confirmed cases of the coronavirus, the virus that causes the COVID-19 disease. Updating the nation during a press briefing, President Mokgweetsi Masisi said as a precaution, the government has taken a decision halt all learning activities until further notice.    http://apanews.net/en/news/botswana-closes-schools-amid-coronavirus-scare "
Botswana,BWA,20200319,20200813,C8: International travel controls,4,,"Passengers arriving from Austria, Belgium, China, Denmark, France, Germany, India, Iran, Italy, Japan, Korea (Rep.), Netherlands, Norway, Spain, Sweden, Switzerland, USA or United Kingdom are not allowed to enter Botswana. This does not apply to nationals of Botswana or to passengers who reside in Botswana.  Nationals and residents of Botswana will be quarantined for 14 days.  Passengers can no longer obtain a visa on arrival in Botswana.  Visas issued to nationals of Austria, Belgium, China (People's Rep.), Denmark, France, Germany, India, Iran, Italy, Japan, Korea (Rep.), Netherlands, Norway, Spain, Sweden, Switzerland or USA are invalidated. Visas issued to passengers with a British passport with nationality ""British Citizen"" are invalidated.     https://www.iata.org/en/youandiata/travelers/health/    http://apanews.net/en/news/botswana-declares-28-day-covid-19-lockdown     https://city-press.news24.com/News/covid-19-botswana-parliament-endorses-6-month-state-of-emergency-20200409"
Botswana,BWA,20200325,20200401,C5: Close public transport,1,0,"All Transport Operators  1. Continuous disinfection of seats, door handles and surfaces on public transport, commercial, and freight vehicles  2. Keeping of windows open for air circulation in public service vehicles.  3. Public transport operators encouraged to use sanitizer dispensers or water and soap at the doors of public service vehicles.  4. Prohibition of hawkers in public service vehicles.  5. Public transport operators must have clinical waste containers for disposal of used tissues.    AIR SERVICES    1. Airlines have been issued with instructions not to board passengers from high risk countries identified by the Director of Public Health.  BOTSWANA RAILWAYS  1. The overnight passenger service and services to Bulawayo Zimbabwe have been suspended.  2. Cross border freight services continue with precautionary measures taken.  • Human to human contact at the exchange stations (Mafikeng & Plumtree) has been reduced/ eliminated. Operations restricted to disconnecting wagons.  • Drivers are starting being provided with packed lunches, gloves and sourcing masks.  PASSENGERS  1. Passengers encouraged to buy their own masks and sanitizers or soap solutions.  2. Passengers encouraged to reduce unnecessary trips both locally and internationally.  3. Passengers are advised to stop handshaking and use other non-contact methods of greeting.  4. Passengers are reminded to avoid touching their faces and always sneeze into a tissue and use elbow if tissue is unavailable. The tissue should be thrown in waste containers  5. Passengers encouraged to bring money that does not need change in paying fares  Temporary suspension of some services  a) All driver Tests (theory and practical).  There is an influx of customers, mostly from the Tertiary institutions, who come for driver test bookings.  b) Applications for passenger permits.  c) Renewal of Drivers licenses. The department will waive penalties for the period beginning 25th March 2020 till the end of suspension.  d) Transport Advisory Board (TAB) and Appeals Tribunal sittings.  e) Conversion of foreign driver’s licensehttps://www.facebook.com/pg/BotswanaGovernment/posts/?ref=page_internal"
Botswana,BWA,20200328,20201021,H2: Testing policy,1,,"Testing only people with symptoms and who have been potentially exposed. https://www.facebook.com/COVID19.MOHW.BW/photos/a.109637517328171/120093412949248/?type=3&theater"
Botswana,BWA,20200331,20200913,E2: Debt/contract relief,2,,"Broad debt/contract relief is available:  ""To give businesses some cash-flow relief the Government will do the following:    Guarantee loans by commercial banks to businesses mostly affected by COVID-19  Give eligible businesses affected by COVID-19 access to credit to support ongoing operations in conditions where credit becomes more difficult to obtain  Give tax concessions to businesses in eligible sectors.    Banks have agreed to offer restructuring of loan facilities through which each bank will consider each case within their credit policy and parameters. This will include owner-occupied residential property mortgages and motor vehicle loans.  All commercial banks will offer a payment holiday for three (3) months with the option to extend to six (6) months to the affected sectors.  Regular payment obligations including life insurance premium payment, retirement fund contributions and loan instalments will be restructured and rescheduled to offer relief for at least three months to COVID-19 affected people subject to individual policies.""    Source: https://web.archive.org/web/20200518195627/https://www.gov.bw/assistance-businesses    The same decisions were also detailed in the State of Emergency Declaration on March 31: https://web.archive.org/web/20200430223236/https://drive.google.com/file/d/1SMuG_sIy5Aw8sb5W6t3kOxOzV1mGH1lE/view    KPMG also confirms these measures: https://web.archive.org/web/20200518200548/https://home.kpmg/xx/en/home/insights/2020/04/botswana-tax-developments-in-response-to-covid-19.html"
Botswana,BWA,20200331,20200913,H3: Contact tracing,1,,"First mention of tracing in the case of the first victim. https://www.facebook.com/pg/BotswanaGovernment/posts/?ref=page_internal"
Botswana,BWA,20200401,20200924,E1: Income support,1,0,"Subsidy of 50% of salary. Minimum of support is P 1000 and maximum is P 2500. Except: a. Water Supply; b. Electricity Supply; c. Wholesale – Food; d. Retail – Food; e. Post and Communications; f. Banks; g. Insurance; h. Parastatal-Companies; i. Businesses with direct Government shareholding and Government aided entities such as nongovernmental organisations; j. Central Government; k. Local Government; l. Pension administration services; m. Stock exchange services; n. Fund management services; o. Medical aid fund services; p. Health and pharmaceutical services  Requires tax filings, thus excluding informal workers.   http://web.archive.org/web/20200611222749/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19"
Botswana,BWA,20200402,20200507,C2: Workplace closing,3,1,"Botswana President Mokgweetsi Masisi declared a state of emergency and a 28-day lockdown scheduled to commence at midnight on April 2 as a response to the fight against coronavirus.    http://apanews.net/en/news/botswana-declares-28-day-covid-19-lockdown  https://city-press.news24.com/News/covid-19-botswana-parliament-endorses-6-month-state-of-emergency-20200409 "
Botswana,BWA,20200402,20200519,C4: Restrictions on gatherings,4,1,"Botswana is in national extreme lockdown for 28 days."
Botswana,BWA,20200402,20200521,C5: Close public transport,1,1,"Botswana President Mokgweetsi Masisi declared a state of emergency and a 28-day lockdown scheduled to commence at midnight on April 2 as a response to the fight against coronavirus. Movement limited to essential workers and transport of necessary goods, extends to limiting the use of public transport by non-essential people.     http://apanews.net/en/news/botswana-declares-28-day-covid-19-lockdown  https://city-press.news24.com/News/covid-19-botswana-parliament-endorses-6-month-state-of-emergency-20200409   https://city-press.news24.com/News/covid-19-botswana-announces-extreme-lockdown-days-after-banning-sale-of-alcohol-20200331"
Botswana,BWA,20200402,20200519,C6: Stay at home requirements,2,0,"Botswana is in national extreme lockdown for 28 days, however, essential services can be accessed and permits can be applied for to leave the house and travel."
Botswana,BWA,20200402,20200813,C7: Restrictions on internal movement,2,0,"Botswana is in national extreme lockdown for 28 days, however, essential services can be accessed and permits can be applied for to leave the house and travel."
Botswana,BWA,20200501,20201009,H6: Facial Coverings,3,1,"May 1: Face masks compulsory in public, shared spaces  The Government of Botswana has issued legislation that makes it compulsory to wear masks/face coverings in public places, businesses and common areas of residential buildings from 1 May 2020.    https://web.archive.org/web/20201013105507/https://www.africanews.com/2020/07/03/botswana-president-in-self-isolation-after-namibia-trip//"
Botswana,BWA,20200508,20200519,C2: Workplace closing,2,0,"Specific non-essential businesses can apply for permit to reopen at 25% capacity, required to meet specific criteria including cleaning shared spaces 2  - 3 times daily, face masks for everyone, temperature screenings, etc.      https://web.archive.org/save/https://www.facebook.com/BotswanaGovernment/photos/a.617504571665538/2970275016388470/?type=3&theater  https://www.facebook.com/BotswanaGovernment/photos/a.617504571665538/2970275016388470/?type=3&theater  https://web.archive.org/web/20200515003323/https://www.gov.uk/foreign-travel-advice/botswana/coronavirus"
Botswana,BWA,20200511,20200601,C1: School closing,3,0,"Students still not allowed back, but educators and support staff at primary, secondary, tertiary, technical and brigade schools allowed to return to work.   https://www.facebook.com/BotswanaGovernment/photos/a.617504571665538/2972401316175840/?type=3&theater  https://web.archive.org/web/20200515003323/https://www.gov.uk/foreign-travel-advice/botswana/coronavirus"
Botswana,BWA,20200520,20200612,C2: Workplace closing,1,1,"Workplaces allowed to reopen, however government still strongly advises people to work from home or conduct meetings via video calls.   https://web.archive.org/web/20200525022448/https://www.nytimes.com/reuters/2020/05/20/world/africa/20reuters-health-coronavirus-botswana.html?auth=login-facebook  https://web.archive.org/web/20200525024551/https://www.facebook.com/BotswanaGovernment/photos/a.336021353147196/3000966146652690/?type=3&theater="
Botswana,BWA,20200520,20200612,C3: Cancel public events,1,1,"Botswana moves out of phase 3 of lockdown. Events like church services, art events, and youth sports allowed to resume, with some public events staggered through June in their opening. However, government continues to advise residents to stay home and social distance when possible.   https://web.archive.org/save/https://www.facebook.com/BotswanaGovernment/photos/a.336021353147196/3005245656224739/?type=3&theater  https://web.archive.org/web/20200525022448/https://www.nytimes.com/reuters/2020/05/20/world/africa/20reuters-health-coronavirus-botswana.html?auth=login-facebook"
Botswana,BWA,20200520,20200725,C4: Restrictions on gatherings,3,1,"As Botswana leaves phase 3 of lockdown, events like sports and performances are being allowed (with social distancing), which implies gatherings can have more than 10 people. No maximum restriction on gathering size can be found, although government is encouraging people to stay at home.     https://web.archive.org/web/20200525024551/https://www.facebook.com/BotswanaGovernment/photos/a.336021353147196/3000966146652690/?type=3&theater="
Botswana,BWA,20200520,20200612,C6: Stay at home requirements,1,1,"From May 20, Botswana ends phase 3 of lockdown. Public is allowed to go out, although government is still maintaining a campaign urging residents to strongly consider when and where they go out and to stay home if possible.   https://web.archive.org/web/20200525022448/https://www.nytimes.com/reuters/2020/05/20/world/africa/20reuters-health-coronavirus-botswana.html?auth=login-facebook  https://web.archive.org/web/20200525024027/https://drive.google.com/file/d/1Dh1gDFQyUfExwy8suCH4Ch-QXFWXowLk/view  https://web.archive.org/web/20200525024551/https://www.facebook.com/BotswanaGovernment/photos/a.336021353147196/3000966146652690/?type=3&theater=  "
Botswana,BWA,20200522,20200730,C5: Close public transport,0,,"All buses allowed to reopen with social distancing restrictions.   https://web.archive.org/save/https://www.facebook.com/BotswanaGovernment/photos/a.336021353147196/3005248486224456/?type=3&theater"
Botswana,BWA,20200602,20200612,C1: School closing,2,0,"All public schools for completing classes (that is, Standard 7, and Forms 3 and 5) in Botswana open on June 2, 2020, including learners with disabilities that can practise social distancing and other safety protocols. Non-completing classes expected to resume on June 14, 2020, while learners with severe and profound disabilities expected to resume on August 4, 2020.  https://web.archive.org/web/20200605035902/https://drive.google.com/file/d/1P3zZjpi24lupp2mkBqpyicX4BHRCpU72/view    https://web.archive.org/web/20200605041816/https://mobile.facebook.com/story.php?story_fbid=3136649039751530&id=1396005227149262&_rdc=1&_rdr"
Botswana,BWA,20200613,20200615,C1: School closing,3,0,"""Schools had reopened but will now close in Gaborone and surrounding areas until further notice.""   http://web.archive.org/web/20200622110129/https://www.voanews.com/covid-19-pandemic/botswanas-capital-city-back-covid-19-lockdown"
Botswana,BWA,20200613,20200615,C2: Workplace closing,3,0,""" Botswana’s director of health services, Dr Malaki Tshipayagae, announced Friday that the capital, Gaborone, will return to extreme lockdown after eight new COVID-19 cases at a private hospital.""   http://web.archive.org/web/20200622110129/https://www.voanews.com/covid-19-pandemic/botswanas-capital-city-back-covid-19-lockdown"
Botswana,BWA,20200613,20200615,C3: Cancel public events,2,1,"""Botswana’s director of health services, Dr Malaki Tshipayagae, announced Friday that the capital, Gaborone, will return to extreme lockdown after eight new COVID-19 cases at a private hospital.""  http://web.archive.org/web/20200622110129/https://www.voanews.com/covid-19-pandemic/botswanas-capital-city-back-covid-19-lockdown"
Botswana,BWA,20200613,20200615,C6: Stay at home requirements,3,0,""" Botswana’s director of health services, Dr Malaki Tshipayagae, announced Friday that the capital, Gaborone, will return to extreme lockdown after eight new COVID-19 cases at a private hospital.""   http://web.archive.org/web/20200622110129/https://www.voanews.com/covid-19-pandemic/botswanas-capital-city-back-covid-19-lockdown"
Botswana,BWA,20200616,20200725,C1: School closing,2,0,"Lockdown was lifted.  https://web.archive.org/web/20200622105559/https://www.gov.uk/foreign-travel-advice/botswana"
Botswana,BWA,20200616,20201108,C2: Workplace closing,1,1,"Lockdown was lifted.  https://web.archive.org/web/20200622105559/https://www.gov.uk/foreign-travel-advice/botswana"
Botswana,BWA,20200616,20200913,C3: Cancel public events,1,1,"Lockdown was lifted.  https://web.archive.org/web/20200622105559/https://www.gov.uk/foreign-travel-advice/botswana"
Botswana,BWA,20200616,20200730,C6: Stay at home requirements,1,1,"Lockdown was lifted.  https://web.archive.org/web/20200622105559/https://www.gov.uk/foreign-travel-advice/botswana"
Botswana,BWA,20200726,20200806,C1: School closing,1,1,"A nationwide lockdown due to the pandemic ended on May 22 and in the capital on June 15. Businesses have been able to resume and schools reopen, albeit under strict health protocols as updated on the 30th of July. Source: http://web.archive.org/web/20200802095810/https://www.garda.com/crisis24/news-alerts/365131/botswana-authorities-reinstate-lockdown-in-gaborone-july-30-update-11"
Botswana,BWA,20200726,20200730,C4: Restrictions on gatherings,3,0,"On Monday, June 15, the Government of Botswana lifted a recently reinstated coronavirus disease (COVID-19) lockdown on its capital city Gaborone, after most of the newly reported cases over the past week turned out to be negative. Source: http://web.archive.org/web/20200802103506/https://www.garda.com/crisis24/news-alerts/351036/botswana-authorities-lift-lockdown-in-greater-gaborone-covid-19-zone-june-15-update-10"
Botswana,BWA,20200731,20200813,C4: Restrictions on gatherings,4,0,"In the greater Gaborone region, all gatherings will be banned and hotels, restaurants, gyms, and schools will close. This was announced on the 30th of July, to be put in effect for the next two weeks. Source: http://web.archive.org/web/20200802095810/https://www.garda.com/crisis24/news-alerts/365131/botswana-authorities-reinstate-lockdown-in-gaborone-july-30-update-11"
Botswana,BWA,20200731,20200802,C5: Close public transport,1,1,"Other restrictions remain in place, including the mandatory wearing of face masks on public transport and in taxis."
